3.300000000000000000e+01,3.000000000000000000e+00,4.990000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,7.000000000000000000e+00,4.980000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,1.800000000000000000e+01,4.970000000000000000e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.200000000000000000e+01,4.960000000000000000e+02,0.000000000000000000e+00
1.500000000000000000e+01,2.300000000000000000e+01,4.950000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,4.940000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.200000000000000000e+01,4.930000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,9.000000000000000000e+00,4.920000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.200000000000000000e+01,4.910000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,1.700000000000000000e+01,4.900000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,2.200000000000000000e+01,4.890000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000000e+00,4.880000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,2.200000000000000000e+01,4.870000000000000000e+02,0.000000000000000000e+00
2.800000000000000000e+01,2.500000000000000000e+01,4.860000000000000000e+02,0.000000000000000000e+00
2.800000000000000000e+01,3.400000000000000000e+01,4.850000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,4.840000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,2.700000000000000000e+01,4.830000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+01,1.100000000000000000e+01,4.820000000000000000e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.100000000000000000e+01,4.810000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,4.800000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+01,2.900000000000000000e+01,4.790000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,3.300000000000000000e+01,4.780000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,9.000000000000000000e+00,4.770000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.300000000000000000e+01,4.760000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,2.000000000000000000e+01,4.750000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,3.300000000000000000e+01,4.740000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,3.000000000000000000e+01,4.730000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,3.400000000000000000e+01,5.090000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,5.080000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.500000000000000000e+01,5.070000000000000000e+02,0.000000000000000000e+00
3.600000000000000000e+01,1.100000000000000000e+01,5.060000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,2.500000000000000000e+01,5.050000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,2.100000000000000000e+01,5.040000000000000000e+02,0.000000000000000000e+00
2.200000000000000000e+01,1.800000000000000000e+01,5.030000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+01,5.390000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,3.000000000000000000e+01,5.380000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,1.300000000000000000e+01,5.370000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,2.300000000000000000e+01,5.360000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e+01,5.350000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,3.000000000000000000e+01,5.340000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,2.800000000000000000e+01,5.330000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+01,5.320000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,7.000000000000000000e+00,5.310000000000000000e+02,0.000000000000000000e+00
1.500000000000000000e+01,2.100000000000000000e+01,5.300000000000000000e+02,0.000000000000000000e+00
2.200000000000000000e+01,3.000000000000000000e+01,5.290000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,2.700000000000000000e+01,5.280000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,5.000000000000000000e+00,5.270000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+01,5.260000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.100000000000000000e+01,5.250000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,3.400000000000000000e+01,5.240000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,4.000000000000000000e+00,5.230000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+00,5.220000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+01,2.000000000000000000e+01,5.210000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,6.000000000000000000e+00,5.200000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,1.200000000000000000e+01,5.190000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,1.600000000000000000e+01,5.180000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,3.000000000000000000e+01,5.170000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,2.700000000000000000e+01,5.160000000000000000e+02,0.000000000000000000e+00
2.600000000000000000e+01,5.000000000000000000e+00,5.150000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+00,1.500000000000000000e+01,5.140000000000000000e+02,0.000000000000000000e+00
2.300000000000000000e+01,2.900000000000000000e+01,5.130000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,2.800000000000000000e+01,5.120000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,5.110000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,5.000000000000000000e+00,5.100000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+00,5.090000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+01,2.100000000000000000e+01,5.080000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,5.070000000000000000e+02,0.000000000000000000e+00
2.500000000000000000e+01,1.500000000000000000e+01,5.060000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,2.500000000000000000e+01,5.050000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,2.500000000000000000e+01,5.040000000000000000e+02,0.000000000000000000e+00
3.300000000000000000e+01,1.500000000000000000e+01,5.030000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,2.000000000000000000e+00,5.020000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,-1.000000000000000000e+00,5.010000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.500000000000000000e+01,5.000000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.800000000000000000e+01,4.990000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000000e+00,4.980000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,1.300000000000000000e+01,4.970000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.400000000000000000e+01,4.960000000000000000e+02,0.000000000000000000e+00
2.100000000000000000e+01,1.400000000000000000e+01,4.950000000000000000e+02,0.000000000000000000e+00
2.100000000000000000e+01,2.000000000000000000e+01,4.940000000000000000e+02,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,4.930000000000000000e+02,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,4.920000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,4.910000000000000000e+02,0.000000000000000000e+00
3.200000000000000000e+01,8.000000000000000000e+00,4.900000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.900000000000000000e+01,4.890000000000000000e+02,0.000000000000000000e+00
1.700000000000000000e+01,2.000000000000000000e+01,4.880000000000000000e+02,0.000000000000000000e+00
2.100000000000000000e+01,5.000000000000000000e+00,4.870000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,3.000000000000000000e+00,4.860000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+01,1.400000000000000000e+01,4.850000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,1.400000000000000000e+01,4.840000000000000000e+02,0.000000000000000000e+00
1.900000000000000000e+01,2.000000000000000000e+00,4.830000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,1.700000000000000000e+01,4.820000000000000000e+02,0.000000000000000000e+00
3.500000000000000000e+01,1.800000000000000000e+01,4.810000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+01,4.800000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,1.100000000000000000e+01,4.790000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,3.500000000000000000e+01,4.780000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,1.600000000000000000e+01,4.770000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.700000000000000000e+01,4.760000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.700000000000000000e+01,4.750000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,3.000000000000000000e+01,4.740000000000000000e+02,0.000000000000000000e+00
